session_id,item_id,item_name,category,price,qty
S-00449,SKU-018,External SSD,Storage,119.99,1
S-00450,SKU-001,Laptop,Electronics,899.99,1
S-00451,SKU-002,Smartphone,Electronics,599.99,1
S-00451,SKU-010,Phone Case,Accessories,19.99,1
S-00451,SKU-011,Screen Protector,Accessories,9.99,1
S-00451,SKU-012,Wireless Charger,Accessories,34.99,1
S-00451,SKU-015,Earbuds,Electronics,99.99,1
S-00452,SKU-001,Laptop,Electronics,899.99,1
S-00452,SKU-004,Laptop Bag,Accessories,49.99,1
S-00452,SKU-005,USB-C Hub,Accessories,39.99,1
S-00453,SKU-008,Monitor,Electronics,349.99,1
S-00454,SKU-019,Desk Lamp,Office,44.99,1
S-00455,SKU-003,Headphones,Electronics,149.99,1
S-00456,SKU-003,Headphones,Electronics,149.99,1
S-00457,SKU-002,Smartphone,Electronics,599.99,1
S-00457,SKU-010,Phone Case,Accessories,19.99,1
S-00457,SKU-011,Screen Protector,Accessories,9.99,2
S-00457,SKU-015,Earbuds,Electronics,99.99,1
S-00458,SKU-014,Smartwatch,Electronics,249.99,1
S-00459,SKU-006,Mouse,Accessories,29.99,1
S-00459,SKU-007,Keyboard,Accessories,79.99,1
S-00459,SKU-014,Smartwatch,Electronics,249.99,1
S-00459,SKU-015,Earbuds,Electronics,99.99,1
S-00459,SKU-020,Mousepad,Accessories,19.99,1
S-00460,SKU-019,Desk Lamp,Office,44.99,1
S-00461,SKU-014,Smartwatch,Electronics,249.99,1
S-00462,SKU-003,Headphones,Electronics,149.99,1
S-00463,SKU-002,Smartphone,Electronics,599.99,1
S-00463,SKU-010,Phone Case,Accessories,19.99,1
S-00463,SKU-011,Screen Protector,Accessories,9.99,1
S-00464,SKU-014,Smartwatch,Electronics,249.99,1
S-00465,SKU-002,Smartphone,Electronics,599.99,1
S-00466,SKU-003,Headphones,Electronics,149.99,1
S-00466,SKU-005,USB-C Hub,Accessories,39.99,1
S-00466,SKU-014,Smartwatch,Electronics,249.99,1
S-00467,SKU-001,Laptop,Electronics,899.99,1
S-00467,SKU-006,Mouse,Accessories,29.99,1
S-00467,SKU-007,Keyboard,Accessories,79.99,1
S-00468,SKU-014,Smartwatch,Electronics,249.99,1
S-00468,SKU-015,Earbuds,Electronics,99.99,1
S-00469,SKU-006,Mouse,Accessories,29.99,1
S-00469,SKU-007,Keyboard,Accessories,79.99,1
S-00469,SKU-008,Monitor,Electronics,349.99,1
S-00469,SKU-019,Desk Lamp,Office,44.99,1
S-00469,SKU-020,Mousepad,Accessories,19.99,1
S-00470,SKU-006,Mouse,Accessories,29.99,1
S-00470,SKU-007,Keyboard,Accessories,79.99,1
S-00470,SKU-020,Mousepad,Accessories,19.99,1
S-00471,SKU-018,External SSD,Storage,119.99,1
S-00472,SKU-006,Mouse,Accessories,29.99,1
S-00472,SKU-007,Keyboard,Accessories,79.99,1
S-00472,SKU-020,Mousepad,Accessories,19.99,1
S-00473,SKU-002,Smartphone,Electronics,599.99,1
S-00473,SKU-003,Headphones,Electronics,149.99,1
S-00473,SKU-012,Wireless Charger,Accessories,34.99,1
S-00473,SKU-015,Earbuds,Electronics,99.99,1
S-00474,SKU-019,Desk Lamp,Office,44.99,1
S-00475,SKU-014,Smartwatch,Electronics,249.99,1
S-00476,SKU-002,Smartphone,Electronics,599.99,1
S-00476,SKU-019,Desk Lamp,Office,44.99,1
S-00477,SKU-001,Laptop,Electronics,899.99,1
S-00477,SKU-004,Laptop Bag,Accessories,49.99,1
S-00477,SKU-005,USB-C Hub,Accessories,39.99,1
S-00477,SKU-008,Monitor,Electronics,349.99,1
S-00477,SKU-011,Screen Protector,Accessories,9.99,1
S-00477,SKU-016,HDMI Cable,Accessories,14.99,2
S-00478,SKU-002,Smartphone,Electronics,599.99,1
S-00479,SKU-019,Desk Lamp,Office,44.99,1
S-00480,SKU-002,Smartphone,Electronics,599.99,1
S-00481,SKU-001,Laptop,Electronics,899.99,1
S-00481,SKU-004,Laptop Bag,Accessories,49.99,1
S-00481,SKU-005,USB-C Hub,Accessories,39.99,1
S-00481,SKU-011,Screen Protector,Accessories,9.99,1
S-00482,SKU-001,Laptop,Electronics,899.99,1
S-00483,SKU-002,Smartphone,Electronics,599.99,1
S-00483,SKU-006,Mouse,Accessories,29.99,1
S-00484,SKU-014,Smartwatch,Electronics,249.99,1
S-00484,SKU-015,Earbuds,Electronics,99.99,1
S-00485,SKU-001,Laptop,Electronics,899.99,1
S-00486,SKU-006,Mouse,Accessories,29.99,1
S-00486,SKU-020,Mousepad,Accessories,19.99,1
S-00487,SKU-019,Desk Lamp,Office,44.99,1
S-00488,SKU-019,Desk Lamp,Office,44.99,1
S-00489,SKU-003,Headphones,Electronics,149.99,1
S-00490,SKU-002,Smartphone,Electronics,599.99,1
S-00490,SKU-010,Phone Case,Accessories,19.99,1
S-00490,SKU-011,Screen Protector,Accessories,9.99,1
S-00490,SKU-013,Power Bank,Electronics,49.99,1
S-00490,SKU-014,Smartwatch,Electronics,249.99,1
S-00491,SKU-002,Smartphone,Electronics,599.99,1
S-00491,SKU-003,Headphones,Electronics,149.99,1
S-00491,SKU-012,Wireless Charger,Accessories,34.99,1
S-00491,SKU-015,Earbuds,Electronics,99.99,1
S-00492,SKU-006,Mouse,Accessories,29.99,1
S-00493,SKU-019,Desk Lamp,Office,44.99,1
S-00494,SKU-008,Monitor,Electronics,349.99,1
S-00495,SKU-002,Smartphone,Electronics,599.99,1
S-00495,SKU-012,Wireless Charger,Accessories,34.99,1
S-00495,SKU-015,Earbuds,Electronics,99.99,1
S-00496,SKU-008,Monitor,Electronics,349.99,1
S-00497,SKU-001,Laptop,Electronics,899.99,1
S-00497,SKU-008,Monitor,Electronics,349.99,1
S-00497,SKU-016,HDMI Cable,Accessories,14.99,2
S-00498,SKU-002,Smartphone,Electronics,599.99,1
S-00498,SKU-004,Laptop Bag,Accessories,49.99,1
S-00498,SKU-010,Phone Case,Accessories,19.99,1
S-00498,SKU-011,Screen Protector,Accessories,9.99,1
S-00498,SKU-013,Power Bank,Electronics,49.99,1
S-00498,SKU-014,Smartwatch,Electronics,249.99,1
S-00499,SKU-001,Laptop,Electronics,899.99,1
S-00499,SKU-004,Laptop Bag,Accessories,49.99,1
S-00499,SKU-005,USB-C Hub,Accessories,39.99,1
S-00499,SKU-006,Mouse,Accessories,29.99,1
S-00499,SKU-007,Keyboard,Accessories,79.99,1
S-00499,SKU-020,Mousepad,Accessories,19.99,1
S-00500,SKU-002,Smartphone,Electronics,599.99,1
S-00501,SKU-008,Monitor,Electronics,349.99,1
S-00502,SKU-001,Laptop,Electronics,899.99,1
S-00502,SKU-002,Smartphone,Electronics,599.99,1
S-00502,SKU-006,Mouse,Accessories,29.99,1
S-00502,SKU-007,Keyboard,Accessories,79.99,1
S-00502,SKU-020,Mousepad,Accessories,19.99,1
S-00503,SKU-001,Laptop,Electronics,899.99,1
S-00504,SKU-005,USB-C Hub,Accessories,39.99,1
S-00504,SKU-018,External SSD,Storage,119.99,1
S-00505,SKU-002,Smartphone,Electronics,599.99,1
S-00505,SKU-010,Phone Case,Accessories,19.99,1
S-00505,SKU-011,Screen Protector,Accessories,9.99,1
S-00506,SKU-002,Smartphone,Electronics,599.99,1
S-00506,SKU-009,Webcam,Electronics,89.99,1
S-00507,SKU-001,Laptop,Electronics,899.99,1
S-00507,SKU-012,Wireless Charger,Accessories,34.99,1
S-00508,SKU-008,Monitor,Electronics,349.99,1
S-00509,SKU-006,Mouse,Accessories,29.99,1
S-00509,SKU-007,Keyboard,Accessories,79.99,1
S-00509,SKU-020,Mousepad,Accessories,19.99,1
S-00510,SKU-001,Laptop,Electronics,899.99,1
S-00510,SKU-004,Laptop Bag,Accessories,49.99,1
S-00510,SKU-005,USB-C Hub,Accessories,39.99,1
S-00510,SKU-006,Mouse,Accessories,29.99,1
S-00510,SKU-007,Keyboard,Accessories,79.99,1
S-00510,SKU-008,Monitor,Electronics,349.99,1
S-00510,SKU-016,HDMI Cable,Accessories,14.99,1
S-00511,SKU-008,Monitor,Electronics,349.99,1
S-00512,SKU-005,USB-C Hub,Accessories,39.99,1
S-00512,SKU-008,Monitor,Electronics,349.99,1
S-00512,SKU-019,Desk Lamp,Office,44.99,1
S-00513,SKU-003,Headphones,Electronics,149.99,1
S-00514,SKU-001,Laptop,Electronics,899.99,1
S-00515,SKU-008,Monitor,Electronics,349.99,1
S-00515,SKU-017,SD Card,Storage,24.99,1
S-00515,SKU-018,External SSD,Storage,119.99,1
S-00516,SKU-001,Laptop,Electronics,899.99,1
S-00516,SKU-007,Keyboard,Accessories,79.99,1
S-00516,SKU-008,Monitor,Electronics,349.99,1
S-00516,SKU-016,HDMI Cable,Accessories,14.99,1
S-00517,SKU-003,Headphones,Electronics,149.99,1
S-00518,SKU-002,Smartphone,Electronics,599.99,1
S-00518,SKU-005,USB-C Hub,Accessories,39.99,1
S-00518,SKU-012,Wireless Charger,Accessories,34.99,1
S-00518,SKU-015,Earbuds,Electronics,99.99,1
S-00519,SKU-008,Monitor,Electronics,349.99,1
S-00520,SKU-006,Mouse,Accessories,29.99,1
S-00521,SKU-014,Smartwatch,Electronics,249.99,1
S-00522,SKU-002,Smartphone,Electronics,599.99,1
S-00522,SKU-010,Phone Case,Accessories,19.99,1
S-00522,SKU-011,Screen Protector,Accessories,9.99,1
S-00522,SKU-012,Wireless Charger,Accessories,34.99,1
S-00522,SKU-015,Earbuds,Electronics,99.99,1
S-00523,SKU-002,Smartphone,Electronics,599.99,1
S-00523,SKU-010,Phone Case,Accessories,19.99,1
S-00523,SKU-011,Screen Protector,Accessories,9.99,1
S-00523,SKU-017,SD Card,Storage,24.99,1
S-00523,SKU-018,External SSD,Storage,119.99,1
S-00524,SKU-003,Headphones,Electronics,149.99,1
S-00524,SKU-015,Earbuds,Electronics,99.99,1
S-00525,SKU-019,Desk Lamp,Office,44.99,1
S-00526,SKU-014,Smartwatch,Electronics,249.99,1
S-00527,SKU-001,Laptop,Electronics,899.99,1
S-00527,SKU-004,Laptop Bag,Accessories,49.99,1
S-00527,SKU-005,USB-C Hub,Accessories,39.99,1
S-00527,SKU-008,Monitor,Electronics,349.99,1
S-00527,SKU-016,HDMI Cable,Accessories,14.99,1
S-00528,SKU-006,Mouse,Accessories,29.99,1
S-00528,SKU-011,Screen Protector,Accessories,9.99,2
S-00529,SKU-002,Smartphone,Electronics,599.99,1
S-00529,SKU-012,Wireless Charger,Accessories,34.99,1
S-00529,SKU-015,Earbuds,Electronics,99.99,1
S-00530,SKU-006,Mouse,Accessories,29.99,1
S-00531,SKU-003,Headphones,Electronics,149.99,1
S-00532,SKU-001,Laptop,Electronics,899.99,1
S-00532,SKU-006,Mouse,Accessories,29.99,1
S-00532,SKU-007,Keyboard,Accessories,79.99,1
S-00533,SKU-019,Desk Lamp,Office,44.99,1
S-00534,SKU-002,Smartphone,Electronics,599.99,1
S-00535,SKU-002,Smartphone,Electronics,599.99,1
S-00535,SKU-010,Phone Case,Accessories,19.99,1
S-00535,SKU-011,Screen Protector,Accessories,9.99,1
S-00536,SKU-001,Laptop,Electronics,899.99,1
S-00536,SKU-004,Laptop Bag,Accessories,49.99,1
S-00536,SKU-010,Phone Case,Accessories,19.99,1
S-00537,SKU-006,Mouse,Accessories,29.99,1
S-00538,SKU-014,Smartwatch,Electronics,249.99,1
S-00538,SKU-015,Earbuds,Electronics,99.99,1
S-00539,SKU-002,Smartphone,Electronics,599.99,1
S-00539,SKU-010,Phone Case,Accessories,19.99,1
S-00539,SKU-011,Screen Protector,Accessories,9.99,1
S-00540,SKU-002,Smartphone,Electronics,599.99,1
S-00540,SKU-012,Wireless Charger,Accessories,34.99,1
S-00540,SKU-015,Earbuds,Electronics,99.99,1
S-00541,SKU-001,Laptop,Electronics,899.99,1
S-00541,SKU-004,Laptop Bag,Accessories,49.99,1
S-00541,SKU-005,USB-C Hub,Accessories,39.99,1
S-00542,SKU-001,Laptop,Electronics,899.99,1
S-00542,SKU-006,Mouse,Accessories,29.99,1
S-00542,SKU-007,Keyboard,Accessories,79.99,1
S-00542,SKU-020,Mousepad,Accessories,19.99,1
S-00543,SKU-007,Keyboard,Accessories,79.99,1
S-00543,SKU-019,Desk Lamp,Office,44.99,1
S-00544,SKU-001,Laptop,Electronics,899.99,1
S-00544,SKU-004,Laptop Bag,Accessories,49.99,1
S-00544,SKU-005,USB-C Hub,Accessories,39.99,1
S-00544,SKU-008,Monitor,Electronics,349.99,1
S-00544,SKU-013,Power Bank,Electronics,49.99,1
S-00544,SKU-016,HDMI Cable,Accessories,14.99,1
S-00545,SKU-006,Mouse,Accessories,29.99,1
S-00545,SKU-009,Webcam,Electronics,89.99,1
S-00545,SKU-019,Desk Lamp,Office,44.99,1
S-00546,SKU-001,Laptop,Electronics,899.99,1
S-00546,SKU-004,Laptop Bag,Accessories,49.99,1
S-00546,SKU-005,USB-C Hub,Accessories,39.99,1
S-00546,SKU-008,Monitor,Electronics,349.99,1
S-00546,SKU-016,HDMI Cable,Accessories,14.99,2
S-00547,SKU-017,SD Card,Storage,24.99,1
S-00547,SKU-018,External SSD,Storage,119.99,1
S-00548,SKU-001,Laptop,Electronics,899.99,1
S-00548,SKU-004,Laptop Bag,Accessories,49.99,1
S-00548,SKU-005,USB-C Hub,Accessories,39.99,1
S-00549,SKU-001,Laptop,Electronics,899.99,1
S-00549,SKU-005,USB-C Hub,Accessories,39.99,1
S-00549,SKU-006,Mouse,Accessories,29.99,1
S-00549,SKU-007,Keyboard,Accessories,79.99,1
S-00550,SKU-017,SD Card,Storage,24.99,1
S-00550,SKU-018,External SSD,Storage,119.99,1
S-00551,SKU-001,Laptop,Electronics,899.99,1
S-00551,SKU-004,Laptop Bag,Accessories,49.99,1
S-00551,SKU-005,USB-C Hub,Accessories,39.99,1
S-00552,SKU-008,Monitor,Electronics,349.99,1
S-00553,SKU-002,Smartphone,Electronics,599.99,1
S-00553,SKU-003,Headphones,Electronics,149.99,1
S-00553,SKU-010,Phone Case,Accessories,19.99,1
S-00553,SKU-011,Screen Protector,Accessories,9.99,1
S-00554,SKU-002,Smartphone,Electronics,599.99,1
S-00554,SKU-010,Phone Case,Accessories,19.99,1
S-00554,SKU-011,Screen Protector,Accessories,9.99,1
S-00555,SKU-003,Headphones,Electronics,149.99,1
S-00555,SKU-014,Smartwatch,Electronics,249.99,1
S-00556,SKU-001,Laptop,Electronics,899.99,1
S-00556,SKU-006,Mouse,Accessories,29.99,1
S-00556,SKU-007,Keyboard,Accessories,79.99,1
S-00556,SKU-009,Webcam,Electronics,89.99,1
S-00557,SKU-002,Smartphone,Electronics,599.99,1
S-00557,SKU-009,Webcam,Electronics,89.99,1
S-00557,SKU-010,Phone Case,Accessories,19.99,1
S-00557,SKU-011,Screen Protector,Accessories,9.99,2
S-00558,SKU-002,Smartphone,Electronics,599.99,1
S-00558,SKU-010,Phone Case,Accessories,19.99,1
S-00558,SKU-011,Screen Protector,Accessories,9.99,1
S-00558,SKU-012,Wireless Charger,Accessories,34.99,1
S-00558,SKU-015,Earbuds,Electronics,99.99,1
S-00559,SKU-002,Smartphone,Electronics,599.99,1
S-00559,SKU-012,Wireless Charger,Accessories,34.99,1
S-00559,SKU-015,Earbuds,Electronics,99.99,1
S-00560,SKU-006,Mouse,Accessories,29.99,1
S-00560,SKU-007,Keyboard,Accessories,79.99,1
S-00560,SKU-020,Mousepad,Accessories,19.99,1
S-00561,SKU-002,Smartphone,Electronics,599.99,1
S-00561,SKU-012,Wireless Charger,Accessories,34.99,1
S-00561,SKU-015,Earbuds,Electronics,99.99,1
S-00562,SKU-002,Smartphone,Electronics,599.99,1
S-00562,SKU-010,Phone Case,Accessories,19.99,1
S-00562,SKU-011,Screen Protector,Accessories,9.99,1
S-00562,SKU-012,Wireless Charger,Accessories,34.99,1
S-00562,SKU-015,Earbuds,Electronics,99.99,1
S-00563,SKU-001,Laptop,Electronics,899.99,1
S-00563,SKU-004,Laptop Bag,Accessories,49.99,1
S-00563,SKU-005,USB-C Hub,Accessories,39.99,1
S-00563,SKU-008,Monitor,Electronics,349.99,1
S-00563,SKU-016,HDMI Cable,Accessories,14.99,2
S-00564,SKU-003,Headphones,Electronics,149.99,1
S-00565,SKU-008,Monitor,Electronics,349.99,1
S-00565,SKU-020,Mousepad,Accessories,19.99,1
S-00566,SKU-002,Smartphone,Electronics,599.99,1
S-00567,SKU-006,Mouse,Accessories,29.99,1
S-00568,SKU-014,Smartwatch,Electronics,249.99,1
S-00569,SKU-001,Laptop,Electronics,899.99,1
S-00569,SKU-004,Laptop Bag,Accessories,49.99,1
S-00569,SKU-005,USB-C Hub,Accessories,39.99,1
S-00569,SKU-006,Mouse,Accessories,29.99,1
S-00569,SKU-007,Keyboard,Accessories,79.99,1
S-00569,SKU-008,Monitor,Electronics,349.99,1
S-00569,SKU-016,HDMI Cable,Accessories,14.99,1
S-00570,SKU-014,Smartwatch,Electronics,249.99,1
S-00571,SKU-001,Laptop,Electronics,899.99,1
S-00571,SKU-008,Monitor,Electronics,349.99,1
S-00571,SKU-009,Webcam,Electronics,89.99,1
S-00571,SKU-016,HDMI Cable,Accessories,14.99,1
S-00572,SKU-002,Smartphone,Electronics,599.99,1
S-00573,SKU-008,Monitor,Electronics,349.99,1
S-00573,SKU-012,Wireless Charger,Accessories,34.99,1
S-00573,SKU-016,HDMI Cable,Accessories,14.99,1
S-00574,SKU-002,Smartphone,Electronics,599.99,1
S-00574,SKU-010,Phone Case,Accessories,19.99,1
S-00574,SKU-011,Screen Protector,Accessories,9.99,2
S-00575,SKU-017,SD Card,Storage,24.99,1
S-00575,SKU-018,External SSD,Storage,119.99,1
S-00576,SKU-014,Smartwatch,Electronics,249.99,1
S-00577,SKU-001,Laptop,Electronics,899.99,1
S-00577,SKU-002,Smartphone,Electronics,599.99,1
S-00577,SKU-006,Mouse,Accessories,29.99,1
S-00577,SKU-007,Keyboard,Accessories,79.99,1
S-00577,SKU-008,Monitor,Electronics,349.99,1
S-00577,SKU-010,Phone Case,Accessories,19.99,1
S-00577,SKU-011,Screen Protector,Accessories,9.99,2
S-00577,SKU-016,HDMI Cable,Accessories,14.99,1
S-00578,SKU-014,Smartwatch,Electronics,249.99,1
S-00579,SKU-008,Monitor,Electronics,349.99,1
S-00580,SKU-006,Mouse,Accessories,29.99,1
S-00580,SKU-007,Keyboard,Accessories,79.99,1
S-00580,SKU-014,Smartwatch,Electronics,249.99,1
S-00580,SKU-020,Mousepad,Accessories,19.99,1
S-00581,SKU-002,Smartphone,Electronics,599.99,1
S-00581,SKU-012,Wireless Charger,Accessories,34.99,1
S-00581,SKU-015,Earbuds,Electronics,99.99,1
S-00582,SKU-002,Smartphone,Electronics,599.99,1
S-00582,SKU-010,Phone Case,Accessories,19.99,1
S-00582,SKU-011,Screen Protector,Accessories,9.99,2
S-00583,SKU-002,Smartphone,Electronics,599.99,1
S-00583,SKU-012,Wireless Charger,Accessories,34.99,1
S-00583,SKU-015,Earbuds,Electronics,99.99,1
S-00584,SKU-007,Keyboard,Accessories,79.99,1
S-00584,SKU-014,Smartwatch,Electronics,249.99,1
S-00585,SKU-002,Smartphone,Electronics,599.99,1
S-00586,SKU-001,Laptop,Electronics,899.99,1
S-00586,SKU-006,Mouse,Accessories,29.99,1
S-00586,SKU-007,Keyboard,Accessories,79.99,1
S-00587,SKU-002,Smartphone,Electronics,599.99,1
S-00587,SKU-010,Phone Case,Accessories,19.99,1
S-00587,SKU-011,Screen Protector,Accessories,9.99,1
S-00587,SKU-013,Power Bank,Electronics,49.99,1
S-00587,SKU-014,Smartwatch,Electronics,249.99,1
S-00588,SKU-014,Smartwatch,Electronics,249.99,1
S-00589,SKU-001,Laptop,Electronics,899.99,1
S-00589,SKU-008,Monitor,Electronics,349.99,1
S-00589,SKU-016,HDMI Cable,Accessories,14.99,2
S-00590,SKU-018,External SSD,Storage,119.99,1
S-00591,SKU-002,Smartphone,Electronics,599.99,1
S-00591,SKU-011,Screen Protector,Accessories,9.99,1
S-00592,SKU-014,Smartwatch,Electronics,249.99,1
S-00593,SKU-001,Laptop,Electronics,899.99,1
S-00593,SKU-006,Mouse,Accessories,29.99,1
S-00593,SKU-007,Keyboard,Accessories,79.99,1
S-00594,SKU-018,External SSD,Storage,119.99,1
S-00595,SKU-008,Monitor,Electronics,349.99,1
S-00596,SKU-014,Smartwatch,Electronics,249.99,1
S-00597,SKU-001,Laptop,Electronics,899.99,1
S-00598,SKU-002,Smartphone,Electronics,599.99,1
S-00599,SKU-001,Laptop,Electronics,899.99,1
S-00599,SKU-004,Laptop Bag,Accessories,49.99,1
S-00599,SKU-005,USB-C Hub,Accessories,39.99,1
S-00599,SKU-006,Mouse,Accessories,29.99,1
S-00599,SKU-007,Keyboard,Accessories,79.99,1
S-00599,SKU-020,Mousepad,Accessories,19.99,1
S-00600,SKU-018,External SSD,Storage,119.99,1
S-00601,SKU-006,Mouse,Accessories,29.99,1
S-00601,SKU-007,Keyboard,Accessories,79.99,1
S-00601,SKU-020,Mousepad,Accessories,19.99,1
S-00602,SKU-018,External SSD,Storage,119.99,1
S-00603,SKU-008,Monitor,Electronics,349.99,1
S-00604,SKU-019,Desk Lamp,Office,44.99,1
S-00605,SKU-001,Laptop,Electronics,899.99,1
S-00605,SKU-010,Phone Case,Accessories,19.99,1
S-00606,SKU-004,Laptop Bag,Accessories,49.99,1
S-00606,SKU-006,Mouse,Accessories,29.99,1
S-00607,SKU-002,Smartphone,Electronics,599.99,1
S-00607,SKU-010,Phone Case,Accessories,19.99,1
S-00607,SKU-011,Screen Protector,Accessories,9.99,1
S-00608,SKU-002,Smartphone,Electronics,599.99,1
S-00608,SKU-006,Mouse,Accessories,29.99,1
S-00608,SKU-010,Phone Case,Accessories,19.99,1
S-00608,SKU-011,Screen Protector,Accessories,9.99,1
S-00608,SKU-013,Power Bank,Electronics,49.99,1
S-00608,SKU-014,Smartwatch,Electronics,249.99,1
S-00609,SKU-001,Laptop,Electronics,899.99,1
S-00609,SKU-004,Laptop Bag,Accessories,49.99,1
S-00609,SKU-005,USB-C Hub,Accessories,39.99,1
S-00610,SKU-002,Smartphone,Electronics,599.99,1
S-00611,SKU-002,Smartphone,Electronics,599.99,1
S-00611,SKU-012,Wireless Charger,Accessories,34.99,1
S-00611,SKU-013,Power Bank,Electronics,49.99,1
S-00611,SKU-014,Smartwatch,Electronics,249.99,1
S-00611,SKU-015,Earbuds,Electronics,99.99,1
S-00612,SKU-002,Smartphone,Electronics,599.99,1
S-00612,SKU-016,HDMI Cable,Accessories,14.99,2
S-00613,SKU-002,Smartphone,Electronics,599.99,1
S-00613,SKU-004,Laptop Bag,Accessories,49.99,1
S-00613,SKU-011,Screen Protector,Accessories,9.99,1
S-00613,SKU-013,Power Bank,Electronics,49.99,1
S-00613,SKU-014,Smartwatch,Electronics,249.99,1
S-00614,SKU-002,Smartphone,Electronics,599.99,1
S-00615,SKU-006,Mouse,Accessories,29.99,1
S-00616,SKU-014,Smartwatch,Electronics,249.99,1
S-00617,SKU-002,Smartphone,Electronics,599.99,1
S-00617,SKU-012,Wireless Charger,Accessories,34.99,1
S-00617,SKU-015,Earbuds,Electronics,99.99,1
S-00618,SKU-002,Smartphone,Electronics,599.99,1
S-00618,SKU-010,Phone Case,Accessories,19.99,1
S-00618,SKU-011,Screen Protector,Accessories,9.99,1
S-00619,SKU-001,Laptop,Electronics,899.99,1
S-00619,SKU-004,Laptop Bag,Accessories,49.99,1
S-00619,SKU-005,USB-C Hub,Accessories,39.99,1
S-00619,SKU-006,Mouse,Accessories,29.99,1
S-00619,SKU-007,Keyboard,Accessories,79.99,1
S-00619,SKU-008,Monitor,Electronics,349.99,1
S-00619,SKU-016,HDMI Cable,Accessories,14.99,1
S-00620,SKU-002,Smartphone,Electronics,599.99,1
S-00620,SKU-011,Screen Protector,Accessories,9.99,1
S-00620,SKU-012,Wireless Charger,Accessories,34.99,1
S-00620,SKU-013,Power Bank,Electronics,49.99,1
S-00620,SKU-014,Smartwatch,Electronics,249.99,1
S-00620,SKU-015,Earbuds,Electronics,99.99,1
S-00621,SKU-014,Smartwatch,Electronics,249.99,1
S-00622,SKU-019,Desk Lamp,Office,44.99,1
S-00623,SKU-008,Monitor,Electronics,349.99,1
S-00623,SKU-011,Screen Protector,Accessories,9.99,1
S-00624,SKU-002,Smartphone,Electronics,599.99,1
S-00624,SKU-018,External SSD,Storage,119.99,1
S-00625,SKU-002,Smartphone,Electronics,599.99,1
S-00625,SKU-010,Phone Case,Accessories,19.99,1
S-00625,SKU-011,Screen Protector,Accessories,9.99,1
S-00625,SKU-012,Wireless Charger,Accessories,34.99,1
S-00625,SKU-013,Power Bank,Electronics,49.99,1
S-00625,SKU-014,Smartwatch,Electronics,249.99,1
S-00625,SKU-015,Earbuds,Electronics,99.99,1
S-00626,SKU-003,Headphones,Electronics,149.99,1
S-00627,SKU-003,Headphones,Electronics,149.99,1
S-00627,SKU-008,Monitor,Electronics,349.99,1
S-00628,SKU-002,Smartphone,Electronics,599.99,1
S-00628,SKU-010,Phone Case,Accessories,19.99,1
S-00628,SKU-011,Screen Protector,Accessories,9.99,1
S-00628,SKU-012,Wireless Charger,Accessories,34.99,1
S-00628,SKU-015,Earbuds,Electronics,99.99,1
S-00629,SKU-003,Headphones,Electronics,149.99,1
S-00629,SKU-008,Monitor,Electronics,349.99,1
S-00630,SKU-001,Laptop,Electronics,899.99,1
S-00630,SKU-006,Mouse,Accessories,29.99,1
S-00630,SKU-007,Keyboard,Accessories,79.99,1
S-00630,SKU-008,Monitor,Electronics,349.99,1
S-00630,SKU-014,Smartwatch,Electronics,249.99,1
S-00630,SKU-016,HDMI Cable,Accessories,14.99,1
S-00630,SKU-018,External SSD,Storage,119.99,1
S-00631,SKU-006,Mouse,Accessories,29.99,1
S-00631,SKU-007,Keyboard,Accessories,79.99,1
S-00631,SKU-020,Mousepad,Accessories,19.99,1
S-00632,SKU-019,Desk Lamp,Office,44.99,1
S-00633,SKU-001,Laptop,Electronics,899.99,1
S-00633,SKU-004,Laptop Bag,Accessories,49.99,1
S-00633,SKU-005,USB-C Hub,Accessories,39.99,1
S-00633,SKU-008,Monitor,Electronics,349.99,1
S-00633,SKU-016,HDMI Cable,Accessories,14.99,1
S-00634,SKU-001,Laptop,Electronics,899.99,1
S-00634,SKU-004,Laptop Bag,Accessories,49.99,1
S-00634,SKU-005,USB-C Hub,Accessories,39.99,1
S-00635,SKU-013,Power Bank,Electronics,49.99,1
S-00635,SKU-018,External SSD,Storage,119.99,1
S-00636,SKU-019,Desk Lamp,Office,44.99,1
S-00637,SKU-003,Headphones,Electronics,149.99,1
S-00638,SKU-001,Laptop,Electronics,899.99,1
S-00638,SKU-002,Smartphone,Electronics,599.99,1
S-00638,SKU-004,Laptop Bag,Accessories,49.99,1
S-00638,SKU-005,USB-C Hub,Accessories,39.99,1
S-00638,SKU-006,Mouse,Accessories,29.99,1
S-00638,SKU-007,Keyboard,Accessories,79.99,1
S-00638,SKU-010,Phone Case,Accessories,19.99,1
S-00638,SKU-011,Screen Protector,Accessories,9.99,1
S-00638,SKU-012,Wireless Charger,Accessories,34.99,1
S-00638,SKU-013,Power Bank,Electronics,49.99,1
S-00638,SKU-014,Smartwatch,Electronics,249.99,1
S-00638,SKU-015,Earbuds,Electronics,99.99,1
S-00639,SKU-003,Headphones,Electronics,149.99,1
S-00640,SKU-001,Laptop,Electronics,899.99,1
S-00640,SKU-004,Laptop Bag,Accessories,49.99,1
S-00640,SKU-005,USB-C Hub,Accessories,39.99,1
S-00641,SKU-017,SD Card,Storage,24.99,1
S-00641,SKU-018,External SSD,Storage,119.99,1
S-00642,SKU-001,Laptop,Electronics,899.99,1
S-00642,SKU-008,Monitor,Electronics,349.99,1
